Age,Gender,MaritalStatus,Occupation,IncomeLevel,Education,Location,FamilySize,DrivingScore,ClaimHistory,VehicleType,VehicleAge,AnnualMileage,PreviousPolicy,RiskAppetite,CoverageAmount,PremiumBudget,TenurePreference,AddonsInterested,RecommendedProduct
64,Male,Single,Retired,High,Graduate,Urban,5,47,No,Commercial,6,40108,Third-Party,Medium,200000,25000,1,Roadside Assistance,Own Damage + Add-ons
60,Female,Married,Student,Medium,Graduate,Rural,5,80,No,Commercial,7,24288,Comprehensive,High,300000,15000,3,Engine Protection,Own Damage + Add-ons
40,Female,Married,Salaried,Low,Doctorate,Metro,5,86,No,Commercial,16,10052,Own Damage,High,300000,10000,5,None,Third-Party
49,Male,Married,Self-Employed,High,Graduate,Urban,4,61,No,Bike,10,17398,Third-Party,Medium,100000,15000,5,Roadside Assistance,Third-Party
27,Male,Married,Retired,Medium,Graduate,Metro,1,71,Yes,Car,11,30152,Third-Party,Medium,500000,20000,1,None,Third-Party
55,Male,Single,Student,Medium,Postgraduate,Metro,2,66,No,Bike,6,34173,Third-Party,Medium,300000,25000,3,NCB Protection,Third-Party
55,Female,Married,Salaried,Medium,Graduate,Rural,4,97,No,SUV,19,42814,Third-Party,High,500000,5000,5,NCB Protection,Third-Party
30,Female,Single,Salaried,Low,Doctorate,Urban,5,45,No,Commercial,9,37414,Comprehensive,High,500000,25000,1,NCB Protection,Own Damage + Add-ons
32,Female,Married,Student,Low,Postgraduate,Metro,1,70,Yes,Commercial,9,13928,Comprehensive,Low,200000,15000,1,Engine Protection,Own Damage + Add-ons
45,Male,Single,Self-Employed,Low,Doctorate,Rural,1,98,Yes,Commercial,3,42003,Own Damage,Low,500000,5000,3,NCB Protection,Comprehensive
30,Male,Single,Salaried,High,Postgraduate,Rural,3,43,No,Commercial,16,30406,Comprehensive,Low,200000,30000,1,Roadside Assistance,Third-Party
52,Female,Married,Student,Low,High School,Rural,4,86,No,Car,8,34845,Own Damage,Medium,200000,5000,5,Roadside Assistance,Third-Party
19,Male,Single,Student,Medium,Doctorate,Metro,2,78,No,Car,14,32763,Own Damage,High,200000,5000,5,Engine Protection,Third-Party
18,Male,Married,Salaried,Low,Graduate,Metro,3,69,No,Commercial,1,33803,Comprehensive,High,1000000,25000,5,Zero Depreciation,Own Damage + Add-ons
58,Male,Single,Retired,High,Graduate,Rural,1,82,No,Bike,10,40676,Own Damage,Low,500000,10000,3,None,Third-Party
49,Female,Married,Retired,Low,Postgraduate,Urban,3,92,Yes,Car,2,22657,Own Damage,Medium,300000,5000,3,Roadside Assistance,Comprehensive
47,Male,Married,Retired,High,Graduate,Rural,5,72,No,Bike,19,18819,Comprehensive,High,500000,20000,1,Roadside Assistance,Third-Party
39,Male,Married,Salaried,Medium,Graduate,Metro,4,70,Yes,Car,18,19442,Comprehensive,Low,100000,20000,5,NCB Protection,Third-Party
21,Female,Single,Salaried,High,Graduate,Urban,2,99,No,SUV,9,34289,Third-Party,Medium,500000,5000,3,Zero Depreciation,Own Damage + Add-ons
63,Female,Married,Student,Low,High School,Rural,2,67,No,SUV,8,48834,Third-Party,High,1000000,20000,3,NCB Protection,Own Damage + Add-ons
41,Female,Single,Student,Medium,Doctorate,Metro,1,64,No,SUV,7,24919,Third-Party,Low,100000,20000,5,Engine Protection,Own Damage + Add-ons
31,Female,Married,Student,Low,Postgraduate,Metro,3,95,No,Car,15,13438,Comprehensive,Medium,100000,20000,3,None,Third-Party
34,Female,Single,Self-Employed,Low,Postgraduate,Rural,2,97,No,Bike,12,29876,Own Damage,Low,200000,15000,1,None,Third-Party
31,Male,Single,Self-Employed,Medium,Doctorate,Urban,2,88,No,Car,1,35010,Comprehensive,Low,300000,15000,1,NCB Protection,Comprehensive
57,Male,Single,Retired,Medium,High School,Urban,5,56,Yes,SUV,14,7082,Own Damage,High,100000,30000,3,None,Third-Party
56,Male,Married,Student,Low,Doctorate,Rural,5,96,Yes,Car,10,5434,Own Damage,Low,1000000,20000,1,None,Third-Party
58,Female,Married,Salaried,Medium,Postgraduate,Metro,1,70,No,SUV,3,35858,Own Damage,High,300000,10000,1,Zero Depreciation,Own Damage + Add-ons
69,Male,Single,Student,Low,Graduate,Rural,3,89,No,SUV,2,40285,Comprehensive,High,500000,20000,3,Roadside Assistance,Comprehensive
44,Male,Single,Student,High,Graduate,Metro,5,75,No,Bike,3,41682,Third-Party,Medium,1000000,15000,3,Engine Protection,Third-Party
38,Female,Single,Retired,High,Graduate,Metro,3,85,No,Commercial,1,5457,Own Damage,Medium,300000,5000,5,Zero Depreciation,Comprehensive
57,Female,Married,Self-Employed,Low,High School,Metro,1,82,No,SUV,7,13119,Third-Party,Medium,1000000,20000,1,Zero Depreciation,Own Damage + Add-ons
52,Male,Married,Student,High,High School,Metro,4,56,No,Bike,5,29909,Third-Party,Low,100000,25000,1,NCB Protection,Third-Party
43,Female,Single,Salaried,Low,High School,Rural,1,49,Yes,Commercial,9,18072,Third-Party,High,200000,15000,3,NCB Protection,Own Damage + Add-ons
48,Male,Single,Retired,Medium,Graduate,Metro,4,90,No,Car,16,42820,Third-Party,High,200000,15000,5,NCB Protection,Third-Party
50,Male,Married,Self-Employed,High,Postgraduate,Urban,5,87,No,Commercial,6,12760,Third-Party,Medium,300000,15000,1,Engine Protection,Own Damage + Add-ons
66,Female,Married,Student,Medium,High School,Urban,2,61,No,Commercial,19,46655,Own Damage,High,200000,5000,1,NCB Protection,Third-Party
28,Female,Single,Self-Employed,Low,Doctorate,Rural,1,70,No,Bike,12,12396,Own Damage,High,100000,25000,3,Roadside Assistance,Third-Party
33,Female,Single,Salaried,Low,Graduate,Metro,3,69,No,Bike,10,15802,Own Damage,High,1000000,25000,5,Engine Protection,Third-Party
23,Female,Single,Salaried,High,Graduate,Metro,3,90,No,SUV,19,26287,Comprehensive,Medium,200000,25000,1,None,Third-Party
51,Male,Married,Student,Medium,Graduate,Metro,4,59,No,Commercial,4,18768,Comprehensive,Medium,100000,15000,1,Engine Protection,Own Damage + Add-ons
58,Male,Married,Retired,Low,Graduate,Rural,3,53,Yes,SUV,9,28284,Comprehensive,Low,1000000,20000,1,None,Own Damage + Add-ons
49,Male,Single,Retired,Low,Postgraduate,Urban,5,54,No,Bike,1,48292,Third-Party,Low,100000,20000,1,Zero Depreciation,Third-Party
38,Male,Single,Retired,Medium,Graduate,Metro,4,82,No,SUV,8,26424,Own Damage,Low,300000,30000,5,None,Own Damage + Add-ons
46,Female,Married,Retired,Medium,Graduate,Urban,2,96,No,Commercial,17,21410,Third-Party,Medium,1000000,25000,3,Engine Protection,Third-Party
28,Male,Single,Retired,Low,Postgraduate,Metro,1,58,No,Car,3,36663,Comprehensive,Medium,1000000,15000,1,Roadside Assistance,Third-Party
22,Female,Single,Student,Medium,Doctorate,Metro,4,92,Yes,Car,16,7997,Third-Party,High,100000,20000,5,Roadside Assistance,Third-Party
44,Female,Single,Self-Employed,High,Doctorate,Urban,5,79,No,SUV,19,46652,Third-Party,Low,200000,10000,1,None,Third-Party
45,Female,Married,Salaried,Medium,Postgraduate,Rural,4,70,No,Bike,4,24419,Third-Party,Medium,300000,20000,3,Engine Protection,Third-Party
48,Male,Married,Student,High,Graduate,Metro,5,76,Yes,Car,5,14981,Comprehensive,High,200000,20000,3,None,Third-Party
67,Female,Single,Salaried,Medium,High School,Rural,4,62,No,Commercial,1,13890,Third-Party,Low,500000,10000,3,None,Own Damage + Add-ons
28,Male,Single,Student,Low,High School,Metro,4,83,Yes,Bike,4,42333,Own Damage,High,300000,20000,1,Zero Depreciation,Comprehensive
30,Female,Married,Student,Low,Graduate,Metro,2,97,No,Car,19,48788,Third-Party,Medium,300000,5000,3,Engine Protection,Third-Party
60,Male,Married,Salaried,Medium,Postgraduate,Metro,4,53,No,Commercial,11,20631,Third-Party,Low,100000,30000,5,None,Third-Party
23,Male,Single,Student,Medium,Graduate,Metro,5,61,Yes,Car,10,6835,Comprehensive,Medium,100000,15000,5,NCB Protection,Third-Party
44,Female,Married,Student,Low,Graduate,Rural,4,69,Yes,SUV,17,46915,Third-Party,High,300000,5000,1,NCB Protection,Third-Party
47,Female,Single,Student,Medium,Postgraduate,Rural,3,87,No,Commercial,7,8011,Own Damage,Low,300000,5000,3,NCB Protection,Own Damage + Add-ons
65,Male,Single,Student,Low,Postgraduate,Urban,2,47,No,SUV,13,41102,Own Damage,Low,1000000,15000,1,None,Third-Party
36,Female,Single,Student,Low,High School,Rural,5,83,No,Commercial,13,26325,Comprehensive,Low,200000,30000,1,Engine Protection,Third-Party
31,Female,Single,Retired,Low,High School,Rural,1,70,Yes,Bike,3,34700,Comprehensive,High,100000,5000,1,Zero Depreciation,Third-Party
26,Female,Single,Student,High,Graduate,Urban,4,55,Yes,SUV,4,27783,Third-Party,High,1000000,20000,1,NCB Protection,Own Damage + Add-ons
62,Male,Married,Student,High,Postgraduate,Urban,5,93,No,SUV,13,23694,Third-Party,Medium,500000,25000,5,None,Third-Party
45,Male,Single,Student,High,Doctorate,Metro,3,78,No,Commercial,13,41809,Third-Party,High,300000,25000,1,None,Third-Party
45,Female,Single,Self-Employed,Low,Graduate,Urban,4,63,No,SUV,2,22090,Third-Party,High,100000,5000,1,Engine Protection,Own Damage + Add-ons
63,Female,Married,Student,Low,Doctorate,Rural,3,60,No,Commercial,3,42260,Third-Party,Low,300000,25000,1,None,Own Damage + Add-ons
42,Female,Single,Student,Medium,Graduate,Urban,4,47,No,Car,19,24788,Third-Party,High,1000000,30000,3,Engine Protection,Third-Party
43,Male,Single,Self-Employed,High,Postgraduate,Metro,4,57,No,Commercial,6,33848,Third-Party,Low,300000,5000,5,Zero Depreciation,Own Damage + Add-ons
21,Male,Single,Self-Employed,Low,High School,Rural,1,77,No,Bike,9,24099,Own Damage,High,300000,15000,1,Zero Depreciation,Third-Party
20,Female,Married,Salaried,Medium,Graduate,Metro,1,45,Yes,Bike,11,39063,Own Damage,Medium,1000000,30000,1,None,Third-Party
51,Female,Married,Salaried,Medium,Postgraduate,Rural,3,53,No,Commercial,16,19674,Comprehensive,Low,200000,30000,5,Roadside Assistance,Third-Party
38,Female,Single,Salaried,High,High School,Urban,2,94,No,Commercial,13,40496,Comprehensive,High,1000000,10000,3,Zero Depreciation,Third-Party
34,Female,Single,Salaried,High,High School,Urban,4,69,Yes,Bike,7,28312,Comprehensive,High,300000,5000,3,Engine Protection,Third-Party
55,Female,Married,Self-Employed,High,Postgraduate,Urban,1,53,No,SUV,10,45564,Third-Party,Medium,200000,10000,3,None,Third-Party
51,Female,Married,Salaried,Low,Postgraduate,Urban,2,46,No,Bike,7,43586,Own Damage,Low,1000000,20000,1,Roadside Assistance,Third-Party
61,Male,Single,Student,Low,Postgraduate,Urban,3,43,No,Bike,18,38242,Third-Party,Medium,1000000,15000,1,Zero Depreciation,Third-Party
29,Female,Married,Self-Employed,High,Doctorate,Rural,5,96,No,Car,17,31513,Third-Party,Medium,100000,25000,1,Engine Protection,Third-Party
42,Male,Married,Retired,Medium,Doctorate,Metro,1,58,Yes,Commercial,7,46479,Own Damage,Medium,1000000,30000,1,None,Own Damage + Add-ons
38,Female,Married,Student,Low,Graduate,Metro,4,64,No,Bike,15,12201,Third-Party,Medium,300000,5000,5,Engine Protection,Third-Party
35,Female,Married,Retired,Low,Graduate,Metro,1,64,No,SUV,15,16770,Comprehensive,High,100000,5000,3,None,Third-Party
53,Female,Single,Salaried,High,Postgraduate,Metro,4,58,No,Car,9,19021,Third-Party,High,200000,20000,3,Roadside Assistance,Third-Party
23,Male,Married,Salaried,Low,Graduate,Urban,1,69,No,Car,18,10544,Own Damage,Medium,100000,15000,3,Engine Protection,Third-Party
37,Male,Single,Student,High,Graduate,Metro,3,82,No,Car,6,22651,Comprehensive,Medium,500000,10000,5,Engine Protection,Third-Party
37,Female,Single,Salaried,Low,Doctorate,Metro,3,69,No,Commercial,10,14471,Third-Party,High,200000,15000,5,Zero Depreciation,Third-Party
49,Female,Married,Salaried,Medium,Postgraduate,Rural,3,54,No,Bike,1,17316,Third-Party,Low,500000,20000,3,Engine Protection,Third-Party
48,Male,Single,Salaried,Low,Graduate,Rural,3,87,No,Commercial,3,13483,Third-Party,High,300000,10000,3,Zero Depreciation,Comprehensive
37,Female,Married,Salaried,High,Postgraduate,Urban,3,68,No,Car,10,12194,Comprehensive,High,200000,10000,3,Engine Protection,Third-Party
68,Male,Married,Retired,Medium,Graduate,Rural,4,74,No,Car,16,29127,Comprehensive,High,200000,5000,5,Engine Protection,Third-Party
47,Female,Married,Student,Medium,Doctorate,Urban,4,72,No,Car,11,16765,Comprehensive,Medium,100000,5000,3,Zero Depreciation,Third-Party
20,Male,Single,Salaried,High,Postgraduate,Metro,5,78,No,Bike,9,8249,Third-Party,Medium,500000,15000,3,Zero Depreciation,Third-Party
37,Female,Single,Retired,Medium,Graduate,Metro,3,79,Yes,Car,11,7033,Own Damage,Medium,500000,10000,5,Zero Depreciation,Third-Party
25,Female,Single,Self-Employed,Low,High School,Urban,2,62,No,Bike,7,15862,Own Damage,Medium,100000,5000,5,Roadside Assistance,Third-Party
38,Male,Married,Student,Medium,Doctorate,Metro,4,62,No,Commercial,14,30844,Own Damage,Low,100000,10000,5,None,Third-Party
65,Female,Married,Student,Medium,High School,Urban,4,82,No,SUV,17,45356,Own Damage,High,100000,10000,5,NCB Protection,Third-Party
40,Male,Single,Self-Employed,Medium,Postgraduate,Rural,5,76,No,Commercial,12,30333,Third-Party,Low,100000,25000,1,None,Third-Party
18,Male,Married,Salaried,Low,Doctorate,Rural,4,94,No,Commercial,13,37498,Comprehensive,Medium,1000000,5000,3,None,Third-Party
19,Male,Married,Student,Medium,Doctorate,Metro,1,81,No,Bike,8,23034,Third-Party,High,100000,5000,3,None,Third-Party
27,Male,Married,Self-Employed,Low,Graduate,Rural,4,91,No,Commercial,19,29988,Comprehensive,Medium,100000,5000,5,Roadside Assistance,Third-Party
54,Male,Married,Self-Employed,Medium,Postgraduate,Urban,1,69,No,SUV,7,6204,Third-Party,Low,100000,30000,3,None,Own Damage + Add-ons
47,Male,Single,Retired,High,High School,Rural,5,55,No,SUV,9,35072,Third-Party,Low,1000000,25000,1,Roadside Assistance,Own Damage + Add-ons
68,Male,Married,Self-Employed,Low,High School,Metro,1,72,No,SUV,18,37036,Comprehensive,Medium,300000,20000,3,NCB Protection,Third-Party
61,Female,Married,Student,Low,High School,Metro,2,66,No,Commercial,0,5981,Comprehensive,Low,300000,25000,5,NCB Protection,Own Damage + Add-ons
41,Male,Married,Self-Employed,Low,Doctorate,Urban,4,49,No,Car,7,14730,Third-Party,Medium,100000,30000,1,Zero Depreciation,Third-Party
49,Male,Single,Self-Employed,Medium,High School,Rural,2,59,No,Bike,3,17772,Comprehensive,Medium,200000,20000,5,None,Third-Party
67,Male,Single,Self-Employed,Low,Doctorate,Rural,3,43,Yes,Bike,16,24734,Comprehensive,Low,1000000,15000,5,None,Third-Party
47,Female,Married,Student,High,High School,Urban,5,59,No,Car,10,36543,Third-Party,Low,100000,5000,1,Zero Depreciation,Third-Party
55,Male,Married,Self-Employed,High,Graduate,Urban,5,54,No,Bike,10,32680,Own Damage,Medium,1000000,20000,1,Roadside Assistance,Third-Party
31,Male,Single,Retired,Medium,Postgraduate,Urban,4,77,No,Commercial,14,45866,Third-Party,Medium,1000000,10000,3,None,Third-Party
20,Female,Single,Student,Low,Postgraduate,Metro,4,54,No,Car,13,41392,Third-Party,Medium,300000,30000,5,None,Third-Party
42,Female,Married,Retired,Medium,Graduate,Metro,5,86,No,Car,7,47544,Third-Party,High,500000,20000,3,NCB Protection,Third-Party
62,Male,Single,Retired,High,Graduate,Urban,4,56,Yes,Commercial,5,40287,Third-Party,Low,500000,30000,3,Roadside Assistance,Own Damage + Add-ons
24,Female,Married,Student,Medium,Doctorate,Rural,1,59,No,Commercial,7,41633,Own Damage,Low,500000,20000,3,Roadside Assistance,Own Damage + Add-ons
34,Female,Married,Self-Employed,High,Postgraduate,Urban,1,88,No,Bike,17,13393,Comprehensive,Low,100000,10000,5,NCB Protection,Third-Party
58,Female,Single,Salaried,High,High School,Urban,1,56,No,Commercial,5,15539,Own Damage,Low,500000,15000,5,Roadside Assistance,Own Damage + Add-ons
44,Female,Married,Student,Medium,Graduate,Urban,5,92,No,SUV,17,14842,Comprehensive,Low,100000,30000,3,Zero Depreciation,Third-Party
55,Male,Single,Self-Employed,High,Graduate,Urban,5,51,No,SUV,5,11794,Own Damage,Medium,200000,5000,1,None,Own Damage + Add-ons
55,Male,Married,Student,High,Doctorate,Metro,2,50,Yes,Commercial,5,40143,Third-Party,Medium,300000,25000,1,Engine Protection,Own Damage + Add-ons
40,Male,Single,Self-Employed,High,Doctorate,Metro,3,69,Yes,SUV,9,20584,Own Damage,High,200000,30000,5,Zero Depreciation,Own Damage + Add-ons
49,Male,Single,Self-Employed,Low,Postgraduate,Rural,4,65,Yes,Car,12,26054,Own Damage,Low,100000,30000,5,NCB Protection,Third-Party
19,Male,Single,Salaried,High,High School,Metro,5,96,Yes,SUV,6,17460,Third-Party,Medium,200000,30000,3,NCB Protection,Own Damage + Add-ons
28,Male,Married,Student,Medium,Graduate,Urban,2,87,No,Car,13,7939,Own Damage,Low,500000,30000,3,NCB Protection,Third-Party
51,Male,Married,Student,Low,Graduate,Urban,3,64,No,Car,0,36610,Comprehensive,High,200000,15000,1,Engine Protection,Third-Party
69,Male,Single,Student,Low,Doctorate,Urban,1,84,Yes,SUV,16,47073,Third-Party,High,1000000,25000,5,Zero Depreciation,Third-Party
64,Female,Married,Retired,Medium,High School,Rural,4,56,No,Commercial,16,47096,Comprehensive,High,1000000,25000,5,Engine Protection,Third-Party
51,Female,Single,Student,High,Graduate,Metro,5,93,No,SUV,4,32338,Comprehensive,Medium,300000,15000,3,None,Comprehensive
24,Female,Single,Retired,Medium,Postgraduate,Urban,2,80,Yes,Car,0,31693,Third-Party,High,200000,20000,3,NCB Protection,Third-Party
27,Male,Single,Retired,Medium,Doctorate,Urban,1,98,No,Commercial,18,35054,Comprehensive,Low,100000,15000,1,Engine Protection,Third-Party
42,Male,Single,Self-Employed,High,Doctorate,Urban,3,40,Yes,Car,0,48867,Comprehensive,High,300000,25000,5,None,Third-Party
19,Male,Married,Retired,High,Postgraduate,Rural,2,89,No,SUV,19,18203,Third-Party,High,500000,15000,3,None,Third-Party
66,Male,Married,Student,Low,Doctorate,Metro,3,65,Yes,Bike,8,11659,Third-Party,High,500000,10000,3,None,Third-Party
47,Male,Single,Salaried,Low,Doctorate,Rural,5,42,No,Commercial,7,27021,Own Damage,Low,1000000,30000,1,NCB Protection,Own Damage + Add-ons
34,Male,Married,Student,High,High School,Metro,2,92,Yes,Car,6,45942,Third-Party,Low,300000,20000,5,Roadside Assistance,Third-Party
46,Male,Married,Self-Employed,High,Postgraduate,Urban,4,98,Yes,Commercial,10,49971,Own Damage,High,500000,20000,1,None,Third-Party
35,Male,Married,Self-Employed,Medium,Graduate,Rural,1,97,No,Car,2,20210,Third-Party,Medium,200000,25000,1,Roadside Assistance,Comprehensive
63,Female,Single,Retired,High,Doctorate,Rural,2,82,No,SUV,17,27012,Comprehensive,Medium,300000,30000,1,None,Third-Party
52,Male,Married,Self-Employed,High,Postgraduate,Rural,5,95,No,SUV,9,20098,Comprehensive,Medium,200000,30000,1,Engine Protection,Own Damage + Add-ons
34,Male,Single,Self-Employed,High,High School,Metro,5,50,Yes,SUV,15,21380,Third-Party,High,200000,20000,1,None,Third-Party
64,Male,Married,Retired,High,Postgraduate,Rural,3,86,No,Car,17,30961,Own Damage,High,200000,30000,3,NCB Protection,Third-Party
39,Male,Single,Retired,High,Graduate,Rural,3,67,Yes,SUV,1,15998,Third-Party,Medium,300000,25000,1,NCB Protection,Own Damage + Add-ons
68,Male,Married,Self-Employed,Medium,Graduate,Urban,4,67,No,Bike,8,47678,Own Damage,Medium,300000,30000,5,Roadside Assistance,Third-Party
42,Male,Married,Student,High,Doctorate,Rural,5,69,No,Bike,8,32646,Third-Party,Medium,1000000,10000,1,Roadside Assistance,Third-Party
37,Female,Married,Student,Medium,Postgraduate,Urban,5,74,No,SUV,3,13374,Own Damage,Low,300000,25000,1,Zero Depreciation,Own Damage + Add-ons
33,Female,Single,Retired,Medium,Doctorate,Urban,5,46,No,Car,11,48179,Third-Party,Low,100000,10000,5,Engine Protection,Third-Party
42,Male,Married,Self-Employed,Low,High School,Rural,1,72,Yes,SUV,16,48703,Comprehensive,Medium,300000,30000,3,Zero Depreciation,Third-Party
32,Female,Single,Self-Employed,Medium,High School,Urban,1,87,No,SUV,8,45438,Own Damage,Low,1000000,10000,5,None,Own Damage + Add-ons
54,Male,Married,Student,Low,Doctorate,Metro,5,66,Yes,Car,10,35335,Own Damage,Low,300000,20000,3,Roadside Assistance,Third-Party
32,Female,Single,Retired,High,Postgraduate,Metro,1,68,Yes,Bike,10,45508,Comprehensive,High,100000,20000,3,NCB Protection,Third-Party
32,Female,Single,Self-Employed,Low,High School,Metro,5,66,No,Bike,16,28266,Third-Party,Low,300000,25000,3,Engine Protection,Third-Party
